Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,HDMI
LENOVO,"Ryzen 7 Pro 5850u 48gb 2tb Ssd 14"" Fhd W11p 20xl002htx015",43099.0,0.0,https://www.trendyol.com/lenovo/thinkpad-t14-gen-2-ryzen-7-pro-5850u-48gb-2tb-ssd-14-fhd-w11p-20xl002htx015-p-798461721?boutiqueId=61&merchantId=114271,0.0,1,1,AMD Ryzen 7,48.0,2.0,Windows,AMD Radeon Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,5850U,5. Nesil,8.0,1.0,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,1.9,4.4,USB - Bluetooth - HDMI,RGB,Dahili,Full HD (FHD),3.0,64.0,Yok
LENOVO,LOQ-RYZEN 5-RTX4050-16GBRAM-DDR5-WİNDOWS 11 ORİNAL,38400.0,0.0,https://www.trendyol.com/lenovo/gaming-laptop-loq-ryzen-5-rtx4050-16gbram-ddr5-windows-11-orinal-p-887605843?boutiqueId=61&merchantId=1059870,0.0,0,1,AMD Ryzen 5,8.0,0.5,Windows,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Dahili,6,7640HS,5. Nesil,6.0,0.25,Yok,Full HD,DDR5,GRİ,İthalatçı Garantili,4.0,4.7,HDMI,Q Türkçe,DDR5,Full HD (FHD),2.0,64.0,Yok
LENOVO,"GB RAM 512 GB SSD 15.6"" FHD Freedos 83A1003NTX Zi700",23804.41,0.0,https://www.trendyol.com/lenovo/v15-gen4-i7-1355u-16-gb-ram-512-gb-ssd-15-6-fhd-freedos-83a1003ntx-zi700-p-878989429?boutiqueId=61&merchantId=820455,0.0,0,1,Intel Core i7,16.0,0.5,Free Dos,Intel HD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Dahili,1,1355U,13. Nesil,10.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,3.7,4.2,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
HP,"7535hs 8 GB 1 TBSSD Rx6550m-4gb Free 15.6"" FHD A44MJEAAR13",27279.57,0.0,https://www.trendyol.com/hp/victus-15-fb2028nt-amd-r5-7535hs-8-gb-1-tbssd-rx6550m-4gb-free-15-6-fhd-a44mjeaar13-p-875856542?boutiqueId=61&merchantId=932594,0.0,0,1,AMD Ryzen 5,8.0,1.0,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Tasarım,2 - 4 kg,144.0,Harici,4,5600H,5. Nesil,6.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,3.3,4.5,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,32.0,Yok
HP,"9J264EA15 i5-14500HX 16GB 512SSD RTX4050 16.1"" FHD W11P Dizüstü Bilgisayar",49789.0,0.0,https://www.trendyol.com/hp/victus-16-r1062nt-9j264ea15-i5-14500hx-16gb-512ssd-rtx4050-16-1-fhd-w11p-dizustu-bilgisayar-p-873642630?boutiqueId=61&merchantId=106664,0.0,1,1,Intel Core i5,16.0,0.5,Windows,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,14500HX,14. Nesil,14.0,0.5,Yok,IPS,DDR5,Gri,Resmi Distribütör Garantili,1.9,4.9,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"i5-12450H 16 GB 256 GB SSD 16"" WUXGA Windows 11 Home 83ES0034TR BT4",22969.0,0.0,https://www.trendyol.com/lenovo/ideapad-slim3-16iah8-i5-12450h-16-gb-256-gb-ssd-16-wuxga-windows-11-home-83es0034tr-bt4-p-859919897?boutiqueId=61&merchantId=868180,0.0,1,1,Intel Core i5,16.0,0.25,Windows,Intel HD Graphics,Belirtilmemiş,1920 x 1200,Ev - Okul,2 kg ve altı,60.0,Dahili,1,12450H,12. Nesil,8.0,0.5,Yok,TN,LPDDR5,Gri,Lenovo Türkiye Garantili,1.5,4.7,Bluetooth - USB,Q Türkçe,Dahili,WUXGA,2.0,16.0,Yok
Dell,"Intel I5 1335U 16GB 512GB SSD 14"" W11HOME FhdDLNN005L54401422+ZETTAÇANTA",40999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-16gb-512gb-ssd-14-w11home-fhddlnn005l54401422-zettacanta-p-802126148?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,16.0,0.5,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,3.7,4.7,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 8gb 512GB SSD 14"" W11HOME FhdDLNN005L54401418+ZETTAÇANTA",40999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-8gb-512gb-ssd-14-w11home-fhddlnn005l54401418-zettacanta-p-802120781?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,8.0,0.5,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,4.7,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 8gb 256GB SSD 14"" W11PRO FhdDLNN005L54401433+ZETTAÇANTA",41499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-8gb-256gb-ssd-14-w11pro-fhddlnn005l54401433-zettacanta-p-802120184?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,8.0,0.25,Windows,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,3.1,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 256GB SSD 14"" Dos FhdDLNN005L54401409+ZETTAÇANTA",40999.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-256gb-ssd-14-dos-fhddlnn005l54401409-zettacanta-p-802120003?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,0.25,Free Dos,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,4.7,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
Dell,"Intel I5 1335U 32GB 512GB SSD 14"" Dos FhdDLNN005L54401410+ZETTAÇANTA",41499.99,0.0,https://www.trendyol.com/dell/latitude-5440-13-nesil-intel-i5-1335u-32gb-512gb-ssd-14-dos-fhddlnn005l54401410-zettacanta-p-802118987?boutiqueId=61&merchantId=106536,0.0,0,1,Intel Core i5,32.0,0.5,Free Dos,Intel Iris Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1335U,13. Nesil,10.0,1.0,Yok,IPS,DDR4,Siyah,Dell Türkiye Garantili,1.3,3.1,HDMI,RGB,Dahili,Full HD (FHD),3.0,8.0,Yok
HP,"Ryzen7 8845HS 32GB 512SSD RTX4070 17.3"" FHD FreeDOS Dizüstü Bilgisayar",73689.0,0.0,https://www.trendyol.com/hp/omen-17-db0021n-a44qsea04-ryzen7-8845hs-32gb-512ssd-rtx4070-17-3-fhd-freedos-dizustu-bilgisayar-p-870716970?boutiqueId=61&merchantId=106664,0.0,1,1,AMD Ryzen 7,32.0,0.5,Linux,Nvidia GeForce RTX 4070,"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,8845HS,8. Nesil,8.0,0.5,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,3.8,5.0,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"Core i3 1215U 40GB 1 TBSSD  15.6"" FHD Freedos 82QD00GMTXAR12",17047.83,0.0,https://www.trendyol.com/lenovo/ideapad-1-15iau7-intel-core-i3-1215u-40gb-1-tbssd-15-6-fhd-freedos-82qd00gmtxar12-p-862568539?boutiqueId=61&merchantId=932594,0.0,0,1,Intel Core i3,40.0,1.0,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Harici,1,1215U,12. Nesil,6.0,1.0,Yok,TN,DDR4,Siyah,Resmi Distribütör Garantili,1.2,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
ASUS,"Core I7 1255U 16GB 256GB SSD 15.6"" Fhd fDOS",22199.0,0.0,https://www.trendyol.com/asus/expertbook-b1500-intel-core-i7-1255u-16gb-256gb-ssd-15-6-fhd-fdos-p-853161021?boutiqueId=61&merchantId=228212,0.0,0,1,Intel Core i7,16.0,0.25,Free Dos,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1255U,12. Nesil,10.0,0.5,Yok,LED,DDR4,Siyah,Asus Türkiye Garantili,1.7,4.7,Wi-Fi,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
LENOVO,"16GB 256GB M.2 SSD 82RK011BTX ATL21  15.6"" W11Pro Dizüstü Bilgisayar",13053.89,0.0,https://www.trendyol.com/lenovo/ideapad3-i3-1215u-16gb-256gb-m-2-ssd-82rk011btx-atl21-15-6-w11pro-dizustu-bilgisayar-p-887656597?boutiqueId=61&merchantId=109354,0.0,1,1,Intel Core i3,16.0,0.25,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,144.0,Dahili,1,1215U,12. Nesil,6.0,0.5,Yok,TN,DDR4,Gri,Resmi Distribütör Garantili,3.4,4.0,HDMI - USB,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
HP,256GB SSD RTX4050/6GB 144Hz 15.6'' FHD FDOS Gaming Laptop & PER4 ÇANTA,47068.07,0.0,https://www.trendyol.com/hp/victus-15-i5-13500h-12gb-256gb-ssd-rtx4050-6gb-144hz-15-6-fhd-fdos-gaming-laptop-per4-canta-p-885060036?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,12.0,0.25,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13500H,13. Nesil,16.0,1.0,Yok,IPS,DDR4,Gri,HP Türkiye Garantili,1.9,4.7,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
Dell,1355U 16GB 1TB 15.6 UBUNTU I35301018TU NOTEBOOK,26969.0,0.0,https://www.trendyol.com/dell/inspiron-3530-por-i7-1355u-16gb-1tb-15-6-ubuntu-i35301018tu-notebook-p-887582188?boutiqueId=61&merchantId=105378,0.0,0,1,Intel Core i7,16.0,1.0,Free Dos,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,144.0,Dahili,1,1355U,13. Nesil,10.0,0.5,Var,VA,DDR4,Siyah,Dell Türkiye Garantili,1.7,3.7,Wi-Fi,Q Türkçe,Dahili,Dokunmatik,2.0,16.0,Yok
LENOVO,"21KK001GTR18 Ryzen5 7530U 8GB 512SSD 16"" FHD+ W11P Dizüstü Bilgisayar",21671.0,0.0,https://www.trendyol.com/lenovo/thinkbook-16-21kk001gtr18-ryzen5-7530u-8gb-512ssd-16-fhd-w11p-dizustu-bilgisayar-p-871723401?boutiqueId=61&merchantId=106664,0.0,1,1,AMD Ryzen 5,8.0,0.5,Windows,AMD Radeon Graphics,16 inç,1920 x 1200,Ofis - İş,2 kg ve altı,60.0,Dahili,1,7530U,7. Nesil,6.0,0.5,Yok,IPS,DDR4,Gri,Resmi Distribütör Garantili,2.0,4.5,USB - Bluetooth - HDMI,RGB,Dahili,WUXGA,2.0,64.0,Yok
HP,256GB SSD RTX4060/8GB 144HZ 16.1'' FHD W11H 8B5Y3EA & PER4 ÇANTA,71407.6,0.0,https://www.trendyol.com/hp/victus-16-i7-13700h-96gb-256gb-ssd-rtx4060-8gb-144hz-16-1-fhd-w11h-8b5y3ea-per4-canta-p-871340675?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,96.0,0.25,Windows,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Siyah,HP Türkiye Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,DDR5,Full HD (FHD),2.0,64.0,Yok
HP,256GB SSD RTX4060/8GB 144HZ 16.1'' FHD W11PRO 8B5Y3EA & PER4 ÇANTA,73828.2,0.0,https://www.trendyol.com/hp/victus-16-i7-13700h-96gb-256gb-ssd-rtx4060-8gb-144hz-16-1-fhd-w11pro-8b5y3ea-per4-canta-p-871340548?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,96.0,0.25,Windows,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Çok Renkli,HP Türkiye Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,DDR5,Full HD (FHD),2.0,64.0,Yok
HP,1TB SSD RTX4060/8GB 144HZ 16.1'' FHD W11PRO 8B5Y3EA & PER4 ÇANTA,77179.98,0.0,https://www.trendyol.com/hp/victus-16-i7-13700h-96gb-1tb-ssd-rtx4060-8gb-144hz-16-1-fhd-w11pro-8b5y3ea-per4-canta-p-871340531?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,96.0,1.0,Windows,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Siyah,HP Türkiye Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,DDR5,Full HD (FHD),2.0,64.0,Yok
HP,1TB SSD RTX4060/8GB 144HZ 16.1'' FHD FDOS 8B5Y3EA & PER4 ÇANTA,72118.99,0.0,https://www.trendyol.com/hp/victus-16-i7-13700h-96gb-1tb-ssd-rtx4060-8gb-144hz-16-1-fhd-fdos-8b5y3ea-per4-canta-p-871340526?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,96.0,1.0,Free Dos,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Siyah,HP Türkiye Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,DDR5,Full HD (FHD),2.0,64.0,Yok
HP,1TB SSD RTX4060/8GB 144HZ 16.1'' FHD W11H 8B5Y3EA & PER4 ÇANTA,74649.49,0.0,https://www.trendyol.com/hp/victus-16-i7-13700h-96gb-1tb-ssd-rtx4060-8gb-144hz-16-1-fhd-w11h-8b5y3ea-per4-canta-p-871340440?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,96.0,1.0,Windows,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Siyah,HP Türkiye Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,DDR5,Full HD (FHD),2.0,64.0,Yok
HP,512GB SSD RTX4060/8GB 144HZ 16.1'' FHD W11H 8B5Y3EA & PER4 ÇANTA,72083.0,0.0,https://www.trendyol.com/hp/victus-16-i7-13700h-96gb-512gb-ssd-rtx4060-8gb-144hz-16-1-fhd-w11h-8b5y3ea-per4-canta-p-871340373?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,96.0,0.5,Windows,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Siyah,HP Türkiye Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,DDR5,Full HD (FHD),2.0,64.0,Yok
HP,96GB RAM 4TB SSD RTX4050/6GB 144HZ 16.1'' FHD FDOS 9Z794EA & PER4 ÇANTA,71099.85,0.0,https://www.trendyol.com/hp/victus-16-ryzen-7-8845hs-96gb-ram-4tb-ssd-rtx4050-6gb-144hz-16-1-fhd-fdos-9z794ea-per4-canta-p-835808812?boutiqueId=61&merchantId=668896,0.0,0,1,AMD Ryzen 7,96.0,4.0,Free Dos,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,8845HS,8. Nesil,8.0,1.0,Yok,IPS,DDR5,SİYAH,HP Türkiye Garantili,3.8,5.0,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
HP,RAM 2TB SSD RTX4050/6GB 144HZ 16.1'' FHD W11PRO 9Z794EA & PER4 ÇANTA,68547.82,0.0,https://www.trendyol.com/hp/victus-16-r7-8845hs-96gb-ram-2tb-ssd-rtx4050-6gb-144hz-16-1-fhd-w11pro-9z794ea-per4-canta-p-835808745?boutiqueId=61&merchantId=668896,0.0,0,1,AMD Ryzen 7,96.0,2.0,Windows,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,8845HS,8. Nesil,8.0,0.5,Yok,IPS,DDR5,SİYAH,HP Türkiye Garantili,3.8,5.0,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
HP,RAM 4TB SSD RTX4050/6GB 144HZ 16.1'' FHD W11PRO 9Z794EA & PER4 ÇANTA,76089.32,0.0,https://www.trendyol.com/hp/victus-16-r7-8845hs-96gb-ram-4tb-ssd-rtx4050-6gb-144hz-16-1-fhd-w11pro-9z794ea-per4-canta-p-835808735?boutiqueId=61&merchantId=668896,0.0,0,1,AMD Ryzen 7,96.0,4.0,Windows,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,8845HS,8. Nesil,8.0,0.5,Yok,IPS,DDR5,SİYAH,HP Türkiye Garantili,3.8,5.0,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
Dell,"N3404PVNB3530U08 i5-1334U 16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT009",20699.0,0.0,https://www.trendyol.com/dell/vostro-3530-n3404pvnb3530u08-i5-1334u-16gb-512ssd-15-6-fhd-w11p-dizustu-bilgisayar-cnt009-p-870546727?boutiqueId=61&merchantId=732764,0.0,0,1,Intel Core i5,16.0,0.5,Windows,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1334u,13. Nesil,10.0,0.48828125,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,1.0,4.6,USB - Bluetooth - HDMI,RGB Numeric,SD,Full HD (FHD),2.0,64.0,Yok
LENOVO,I7-1355u 40gb 1tb 15.6'' Fhd Freedos,28399.0,0.0,https://www.trendyol.com/lenovo/v15-83a100kxtre9-i7-1355u-40gb-1tb-15-6-fhd-freedos-p-863149662?boutiqueId=61&merchantId=109239,0.0,0,1,Intel Core i7,40.0,1.0,Free Dos,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Dahili,1,1355U,13. Nesil,10.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,1.7,5.0,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
LENOVO,"I5-1235U 8GB 512GB SSD Freedos 15.6"" FHD Notebook",16299.0,0.0,https://www.trendyol.com/lenovo/v15-g3-iap-82tt00a5tx-i5-1235u-8gb-512gb-ssd-freedos-15-6-fhd-notebook-p-755338442?boutiqueId=61&merchantId=990865,0.0,0,1,AMD A4,8.0,0.48828125,Free Dos,AMD Radeon R5 M430,14 inç,2256 x 1504,Ev - Okul,2 - 4 kg,60.0,Dahili,8,1265U,2. Nesil,1.0,0.25,Yok,TN,LPDDR4,Gri,Resmi Distribütör Garantili,1.3,4.4,Bluetooth,Q Türkçe,GDDR5,Ultra HD 4K (UHD),2.0,32.0,Yok
HP,"16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT0012",30009.0,0.0,https://www.trendyol.com/hp/250-g10-9g1e6et11-i7-1355u-16gb-512ssd-15-6-fhd-w11p-dizustu-bilgisayar-cnt0012-p-882230117?boutiqueId=61&merchantId=106664,0.0,1,1,Intel Core i7,16.0,0.5,Windows,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1355U,13. Nesil,10.0,0.5,Yok,SVA,DDR4,Gri,Resmi Distribütör Garantili,1.2,5.0,USB - Bluetooth - HDMI,Q Türkçe,SD,Full HD (FHD),2.0,64.0,Yok
Dell,"N085L344014U10 i5-1235U 16GB 512SSD 14"" FHD W11P Dizüstü Bilgisayar-CNT011",27479.0,0.0,https://www.trendyol.com/dell/latitude-3440-n085l344014u10-i5-1235u-16gb-512ssd-14-fhd-w11p-dizustu-bilgisayar-cnt011-p-872214546?boutiqueId=61&merchantId=106664,0.0,1,1,Intel Core i5,16.0,0.5,Windows,Dahili Ekran Kartı,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,0.48828125,Yok,IPS,DDR4,Gri,Resmi Distribütör Garantili,1.8,4.4,USB - Bluetooth - HDMI,RGB,Dahili,Full HD (FHD),2.0,64.0,Yok
LENOVO,"24GB Dd5 512GB SSD 6GB/RTX3050/95W 15.6"" Fhd IPS 144Hz FDOS 883JC000QTRF04",34299.78,0.0,https://www.trendyol.com/lenovo/loq-ryzen-5-7235hs-24gb-dd5-512gb-ssd-6gb-rtx3050-95w-15-6-fhd-ips-144hz-fdos-883jc000qtrf04-p-868739047?boutiqueId=61&merchantId=106536,0.0,0,1,AMD Ryzen 5,24.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,1000M,7. Nesil,4.0,0.5,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,1.6,5.0,Wi-Fi,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
CASPER,"X700.1270-BV00X-G-F Intel Core i7-12700H 16GB RAM 500GB NVMe SSD FREEDOS 15,6"" Laptop",23499.0,0.0,https://www.trendyol.com/casper/nirvana-x700-1270-bv00x-g-f-intel-core-i7-12700h-16gb-ram-500gb-nvme-ssd-freedos-15-6-laptop-p-843750367?boutiqueId=61&merchantId=129813,0.0,0,1,Intel Core i7,16.0,0.5,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,12700H,12. Nesil,8.0,0.5,Yok,IPS,DDR4,Siyah,Casper Türkiye Garantili,1.3,4.8,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,8.0,Yok
LENOVO,"Ryzen 7 5850u 32gb 1tb Ssd 14"" Windows 11 Pro 20xls3futx008",37698.87,0.0,https://www.trendyol.com/lenovo/thinkpad-t14-g2-amd-ryzen-7-5850u-32gb-1tb-ssd-14-windows-11-pro-20xls3futx008-p-759340205?boutiqueId=61&merchantId=114271,0.0,1,1,AMD Ryzen 7,32.0,1.0,Windows,Dahili Ekran Kartı,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,7435HS,7. Nesil,8.0,1.0,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,1.9,4.5,Bluetooth - USB,RGB,Dahili,Full HD (FHD),3.0,16.0,Yok
HP,"48 GB 2 TB SSD 8 GB RTX4070 16.1"" Freedos A1UZ2EA-T64",62878.0,0.0,https://www.trendyol.com/hp/victus-16-s1035nt-r7-8840h-48-gb-2-tb-ssd-8-gb-rtx4070-16-1-freedos-a1uz2ea-t64-p-877677720?boutiqueId=61&merchantId=499240,0.0,1,1,AMD Ryzen 7,48.0,2.0,Free Dos,Nvidia GeForce RTX 4070,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,8840H,7. Nesil,8.0,1.0,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
HP,256GB SSD RTX4060/8GB 144HZ 16.1'' FHD FDOS 8B5Y3EA & PER4 ÇANTA,68987.01,0.0,https://www.trendyol.com/hp/victus-16-i7-13700h-96gb-256gb-ssd-rtx4060-8gb-144hz-16-1-fhd-fdos-8b5y3ea-per4-canta-p-871340509?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,96.0,0.25,Free Dos,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Çok Renkli,HP Türkiye Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,DDR5,Full HD (FHD),2.0,64.0,Yok
Dell,16GB 512GB SSD 14 FHD Ubuntu N085L344014U-16,24029.0,0.0,https://www.trendyol.com/dell/latitude-3440-i5-1235u-16gb-512gb-ssd-14-fhd-ubuntu-n085l344014u-16-p-847725017?boutiqueId=61&merchantId=105378,0.0,0,1,Intel Core i5,16.0,0.5,Linux,Dahili Ekran Kartı,14 inç,1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,IPS,DDR4,Gri,Resmi Distribütör Garantili,3.3,4.4,HDMI,RGB,Dahili,Full HD (FHD),2.0,64.0,Yok
HP,96GB RAM 2TB SSD RTX4050/6GB 144HZ 16.1'' FHD FDOS 9Z794EA & PER4 ÇANTA,64052.89,0.0,https://www.trendyol.com/hp/victus-16-ryzen-7-8845hs-96gb-ram-2tb-ssd-rtx4050-6gb-144hz-16-1-fhd-fdos-9z794ea-per4-canta-p-835808803?boutiqueId=61&merchantId=668896,0.0,0,1,AMD Ryzen 7,96.0,2.0,Free Dos,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,8845HS,8. Nesil,8.0,1.0,Yok,IPS,DDR5,SİYAH,HP Türkiye Garantili,3.8,5.0,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
