Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Optik Sürücü Tipi,Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,Menşei,Kapasite,İşlemci Frekansı,Power Supply,HDMI,Şarjlı Kullanım Süresi,Soket Tipi,SSD Teknolojisi,Beden,Okula Dönüş,Ekran Kartı Gücü,Görüntü Kalitesi,Ekran Özelliği
Dell,"512 GB SSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Home G76302401024UHMF80","86.424,11 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-512-gb-ssd-rtx4070-8-gb-qhd-16-240hz-win10-home-g76302401024uhmf80-p-884832548?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,512 GB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Home G76302401024UHMF41","92.511,07 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-16gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-home-g76302401024uhmf41-p-884832541?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,16 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"512 GB SSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Home G76302401024UHMF48","86.424,11 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-512-gb-ssd-rtx4070-8-gb-qhd-16-240hz-win11-home-g76302401024uhmf48-p-884832512?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,512 GB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"512 GB SSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Home G76302401024UHMF77","82.827,27 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-16gb-512-gb-ssd-rtx4070-8-gb-qhd-16-240hz-win10-home-g76302401024uhmf77-p-884832490?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,16 GB,512 GB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"1 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Home G76302401024UHMF68","88.545,32 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-1-tbssd-rtx4070-8-gb-qhd-16-240hz-win10-home-g76302401024uhmf68-p-884832480?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,1 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"1 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Pro G76302401024UHMF52","88.545,32 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-1-tbssd-rtx4070-8-gb-qhd-16-240hz-win10-pro-g76302401024uhmf52-p-884832459?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,1 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"2 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Pro G76302401024UHMF21","87.576,94 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-16gb-2-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-pro-g76302401024uhmf21-p-884832443?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,16 GB,2 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"512 GB SSD RTX4070 (8 GB) QHD+ 16"" 240Hz Freedos G76302401024UHMF13","81.905,01 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-16gb-512-gb-ssd-rtx4070-8-gb-qhd-16-240hz-freedos-g76302401024uhmf13-p-884832439?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,16 GB,512 GB,Free Dos,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Pro G76302401024UHMF57","92.511,07 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-16gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win10-pro-g76302401024uhmf57-p-884832437?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,16 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"32gb 4 Tbssd Rtx4070 (8 Gb) Qhd+ 16"" 240hz Win11 Pro G76302401024uhmf26","94.355,60 TL",0,https://www.trendyol.com/dell/g16-7630-i-9-13900hx-32gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-pro-g76302401024uhmf26-p-884832436?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,32 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"1 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Freedos G76302401024UHMF4","87.623,06 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-1-tbssd-rtx4070-8-gb-qhd-16-240hz-freedos-g76302401024uhmf4-p-884832426?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,1 TB,Free Dos,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"1 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Pro G76302401024UHMF20","88.545,32 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-1-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-pro-g76302401024uhmf20-p-884832402?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,1 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"512 GB SSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Home G76302401024UHMF46","84.671,81 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-32gb-512-gb-ssd-rtx4070-8-gb-qhd-16-240hz-win11-home-g76302401024uhmf46-p-884832337?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,32 GB,512 GB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Home G76302401024UHMF73","92.511,07 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-16gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win10-home-g76302401024uhmf73-p-884832299?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,16 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
LENOVO,"i5-12450H 8GB 512GB SSD 15.6"" FHD RTX3050 FreeDOS 144Hz + Çanta Hediye",29.999 TL,0,https://www.trendyol.com/lenovo/loq-intel-core-i5-12450h-8gb-512gb-ssd-15-6-fhd-rtx3050-freedos-144hz-canta-hediye-p-871060619?boutiqueId=61&merchantId=125175,0,1,1,Intel Core i5,8 GB,512 GB,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,12450H,12. Nesil,8,HDD Yok,Yok,IPS,DDR5,Çok Renkli,Lenovo Türkiye Garantili,,,Yok,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ACER,"NH.QMZEY.005A3 i5-12450H 8GB 512SSD+1TBSSD RTX2050 15.6"" FullHD W11H Taşınabil",31.589 TL,0,https://www.trendyol.com/acer/nitro-5-an515-58-nh-qmzey-005a3-i5-12450h-8gb-512ssd-1tbssd-rtx2050-15-6-fullhd-w11h-tasinabil-p-848793470?boutiqueId=61&merchantId=106664,0,1,1,Intel Core i5,8 GB,1 TB,Windows,Nvidia GeForce RTX 2050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,4 GB ve altı,12450H,12. Nesil,8,500 GB,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,64 GB,,,,,,,,,,,,,
ASUS,"B3402FBA-I58512B1D05 i5-1235U 24GB 512SSD 14"" FullHD Touch FreeDOS Dizüstü B",27.999 TL,0,https://www.trendyol.com/asus/expertbook-b3-flip-b3402fba-i58512b1d05-i5-1235u-24gb-512ssd-14-fullhd-touch-freedos-dizustu-b-p-855462912?boutiqueId=61&merchantId=106664,0,1,1,Intel Core i5,24 GB,512 GB,Linux,Intel UHD Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Var,,DDR4,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,"IdeaPad 3 82RK00YATX Intel Core i3 1215U 8GB 512GB SSD Freedos 15.6"" FHD",12.599 TL,3.4,https://www.trendyol.com/lenovo/ideapad-3-82rk00yatx-intel-core-i3-1215u-8gb-512gb-ssd-freedos-15-6-fhd-p-815771831?boutiqueId=61&merchantId=412659,0,1,1,Intel Core i3,8 GB,512 GB,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1215U,12. Nesil,6,512 GB,Yok,TN,DDR4,Gri,Lenovo Türkiye Garantili,1.2,4.4,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,16 GB,,,,,,3 Saat ve Altı,,,,,,,
LENOVO,Ip Gaming 3 11.nesil Core I7 11370h-16gb-1tb+256ssd-15.6inc-rtx3050ti-w11,59.999 TL,1.0,https://www.trendyol.com/lenovo/ip-gaming-3-11-nesil-core-i7-11370h-16gb-1tb-256ssd-15-6inc-rtx3050ti-w11-p-359333730?boutiqueId=61&merchantId=229600,0,0,1,Intel Core i7,16 GB,SSD Yok,Windows,Nvidia GeForce RTX 3050 Ti,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,Belirtilmemiş,Harici,4 GB ve altı,i7-11370H,11. Nesil,4,1 TB,Yok,IPS,DDR4,SIYAH,Resmi Distribütör Garantili,,,,Bluetooth - USB,Q Türkçe,GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Pro G76302401024UHMF27","97.952,44 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-64gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-pro-g76302401024uhmf27-p-884833311?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,64 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Home G76302401024UHMF43","97.952,44 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-64gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-home-g76302401024uhmf43-p-884832838?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,64 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 tbSSD RTX4070 (8 gb) QHD+ 16"" 240Hz Win10 Pro G76302401024UHMF60","96.107,91 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win10-pro-g76302401024uhmf60-p-884832835?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Freedos G76302401024UHMF12","95.185,64 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-freedos-g76302401024uhmf12-p-884832749?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,4 TB,Free Dos,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Pro G76302401024UHMF59","97.952,44 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-64gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win10-pro-g76302401024uhmf59-p-884832602?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,64 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Pro G76302401024UHMF28","96.107,91 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-pro-g76302401024uhmf28-p-884832547?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Freedos G76302401024UHMF11","97.030,17 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-64gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-freedos-g76302401024uhmf11-p-884832514?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,64 GB,4 TB,Free Dos,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win11 Home G76302401024UHMF44","96.107,91 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win11-home-g76302401024uhmf44-p-884832475?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Dell,"4 TBSSD RTX4070 (8 GB) QHD+ 16"" 240Hz Win10 Home G76302401024UHMF76","96.107,91 TL",0,https://www.trendyol.com/dell/g16-7630-i9-13900hx-48gb-4-tbssd-rtx4070-8-gb-qhd-16-240hz-win10-home-g76302401024uhmf76-p-884832422?boutiqueId=61&merchantId=167131,0,0,1,Intel Core i9,48 GB,4 TB,Windows,Nvidia GeForce RTX 4070,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,13900HX,13. Nesil,24,HDD Yok,Yok,VA,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,DDR5,QHD+,2 Yıl,64 GB,,,,,,,,,,,,,
Apple,"Apple M4 Pro chip with 14?core CPU and 20?core GPU, 24GB, 1TB SSD - Gümüş",107.999 TL,0,https://www.trendyol.com/apple/14-inch-macbook-pro-apple-m4-pro-chip-with-14-core-cpu-and-20-core-gpu-24gb-1tb-ssd-gumus-p-872448743?boutiqueId=638145&merchantId=968,0,0,0,Apple M4 Pro,24 GB,1 TB,Mac Os,Dahili Ekran Kartı,"14,2 inç",3024 x 1964,Ofis - İş,2 kg ve altı,120 Hz,Dahili,Paylaşımlı,Belirtilmemiş,4. Nesil,14,HDD Yok,Yok,,Birleşik Bellek,Gümüş,Apple Türkiye Garantili,,,,USB-C,Q Türkçe (Aydınlatmalı),Dahili,Retina,2 Yıl,,,,,,,,,,,,,,
ASUS,"TUF Gaming A15 FA507XI-LP043A5 Ryzen9 7940HS 32GB 1TBSSD RTX4070 15.6"" FullHD FreeDOS Taşınabil",74.999 TL,5.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507xi-lp043a5-ryzen9-7940hs-32gb-1tbssd-rtx4070-15-6-fullhd-freedos-tasinabil-p-755134903?boutiqueId=61&merchantId=122633,0,1,1,AMD Ryzen 9,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4070,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,8 GB,7940HS,7. Nesil,8,HDD Yok,Yok,IPS,DDR5,Koyu Gri,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ASUS,"X1504ZA-NJ672WZ2 I5-1235U 16GB 512GB SSD 15.6"" FHD Win11 Laptop - Wz Çanta",21.499 TL,0,https://www.trendyol.com/asus/vivobook-x1504za-nj672wz2-i5-1235u-16gb-512gb-ssd-15-6-fhd-win11-laptop-wz-canta-p-850769632?boutiqueId=61&merchantId=339221,0,1,1,Intel Core i5,16 GB,512 GB,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,VA,DDR4,Gri,Asus Türkiye Garantili,,4.4,Yok,USB - Bluetooth - HDMI,Q Türkçe,DDR4,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ASUS,"40gb 512gb SSd Intel UHD Graphics 15.6"" Full Hd W11Pro EJ212142 +ZettaÇANTA",33.469 TL,0,https://www.trendyol.com/asus/vivobook-15-i7-1255u-40gb-512gb-ssd-intel-uhd-graphics-15-6-full-hd-w11pro-ej212142-zettacanta-p-839214195?boutiqueId=61&merchantId=868180,0,1,1,Intel Core i7,40 GB,512 GB,Windows,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1255U,12. Nesil,10,HDD Yok,Yok,,DDR4,Gri,Resmi Distribütör Garantili,,,,HDMI,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,"16G 512G 16"" WUXGA IPS DOS 21KK001ATR Taşınabilir Bilgisayar","25.004,96 TL",0,https://www.trendyol.com/lenovo/thinkbook-g6-r5-7530u-16g-512g-16-wuxga-ips-dos-21kk001atr-tasinabilir-bilgisayar-p-794281299?boutiqueId=61&merchantId=116287,0,0,1,AMD Ryzen 5,16 GB,512 GB,Free Dos,AMD Radeon Graphics,"16,1 inç",1920 x 1200,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,7530U,12. Nesil,10,512 GB,Yok,IPS,DDR4,Gri,Lenovo Türkiye Garantili,1.3,,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Dahili,WUXGA,2 Yıl,16 GB,,,,,,,,,,,,,
LENOVO,"IdeaPad 1 82R400LYTX AMD Ryzen 5 5500U 8GB 256GB SSD Freedos 15.6"" FHD Bilgisayar - Koyu Mavi",12.899 TL,5.0,https://www.trendyol.com/lenovo/ideapad-1-82r400lytx-amd-ryzen-5-5500u-8gb-256gb-ssd-freedos-15-6-fhd-bilgisayar-koyu-mavi-p-834585373?boutiqueId=61&merchantId=557390,125 kişi,1,1,AMD Ryzen 5,8 GB,256 GB,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,5500U,5. Nesil,6,HDD Yok,Yok,,DDR4,Gri,Lenovo Türkiye Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,"7730U 16 GB RAM 512 GB SSD 16"" Windows 11 Home 21KK000WTR Zi724",29.699 TL,0,https://www.trendyol.com/lenovo/thinkbook-g6-ryzen-7-7730u-16-gb-ram-512-gb-ssd-16-windows-11-home-21kk000wtr-zi724-p-832558652?boutiqueId=61&merchantId=153128,0,1,1,AMD Ryzen 7,16 GB,512 GB,Windows,AMD Radeon Graphics,16 inç,1920 x 1200,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,7730U,Belirtilmemiş,8,HDD Yok,Yok,IPS,DDR4,Gri,Resmi Distribütör Garantili,2,,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Belirtilmemiş,WUXGA,2 Yıl,16 GB,,,,,,,,,,,,,
LENOVO,"IdeaPad Intel Celeron N4020 4GB 256GB SSD Windows 11 Home 15.6"" 82V700A9TXA1",9.499 TL,4.0,https://www.trendyol.com/lenovo/ideapad-intel-celeron-n4020-4gb-256gb-ssd-windows-11-home-15-6-82v700a9txa1-p-819581735?boutiqueId=61&merchantId=122633,6770 kişi,1,1,Intel Celeron,4 GB,256 GB,Windows,Intel UHD Graphics 600,"15,6 inç",1366 x 768,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,N4020,11. Nesil,2,HDD Yok,Yok,TN,DDR4,Siyah,Lenovo Türkiye Garantili,1.1,2.8,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,HD Ready (HD),2 Yıl,,,,,,,3 Saat ve Altı,,,,,,,
