Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Optik Sürücü Tipi,Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,Menşei,Kapasite,İşlemci Frekansı,Power Supply,HDMI,Şarjlı Kullanım Süresi,Soket Tipi,SSD Teknolojisi,Beden,Okula Dönüş,Ekran Kartı Gücü,Görüntü Kalitesi,Ekran Özelliği
MSI,Thin 15 B12ve-1625xtr I5-12450h 16gb Ddr4 Rtx4050 6gb 512gb Ssd 15.6? 144hz Fhd Fdos Notebook,"38.246,50 TL",4.3,https://www.trendyol.com/msi/thin-15-b12ve-1625xtr-i5-12450h-16gb-ddr4-rtx4050-6gb-512gb-ssd-15-6-144hz-fhd-fdos-notebook-p-825996401?boutiqueId=61&merchantId=150534,434 kişi,1,1,Intel Core i5,16 GB,512 GB,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144 Hz,Harici,6 GB,12450H,12. Nesil,4,HDD Yok,Yok,TN,DDR4,Siyah,MSI Türkiye Garantili,,4.4,,Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,32 GB,,,,,,,,,,,,,
Apple,Pro/m2 Pro/12cpu/19gpu/16gb Ram/512ssd/16''/uzay Grisi,88.979 TL,0,https://www.trendyol.com/apple/mnw83tu-a-macbook-pro-m2-pro-12cpu-19gpu-16gb-ram-512ssd-16-uzay-grisi-p-701488085?boutiqueId=61&merchantId=141868,0,1,1,Apple M2 Pro,16 GB,512 GB,Mac Os,M2 Pro 19 Çekirdekli,16 inç,3456 x 2234,Ofis - İş,2 - 4 kg,120 Hz,Dahili,Paylaşımlı,Belirtilmemiş,12. Nesil,12+,512 GB,Yok,,DDR4,Gri,Apple Türkiye Garantili,,,,Bluetooth,Q Türkçe (Aydınlatmasız),DDR4,QHD,2 Yıl,,,,,,,,,,,,,,
Apple,"Apple M3 chip with 8-core CPU and 10-core GPU, 16GB, 512GB SSD - Space Grey",68.599 TL,0,https://www.trendyol.com/apple/15-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-10-core-gpu-16gb-512gb-ssd-space-grey-p-814750693?boutiqueId=638145&merchantId=968,0,0,0,Apple M3,16 GB,512 GB,Mac Os,Dahili Ekran Kartı,"15,4 inç",2880 x 1620,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,Belirtilmemiş,3. Nesil,8,HDD Yok,Yok,,Birleşik Bellek,Gri,Apple Türkiye Garantili,,,,USB-C,Q Türkçe (Aydınlatmalı),Dahili,QHD,2 Yıl,,,,,,,,,,,,,,
CASPER,"X600.1235-DF00R-G-F Intel Core i5-1235U 32GB RAM 1TB NVMe SSD W11 Pro 15.6"" Laptop",22.399 TL,0,https://www.trendyol.com/casper/nirvana-x600-1235-df00r-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-w11-pro-15-6-laptop-p-786581203?boutiqueId=61&merchantId=1007811,0,1,1,Intel Core i5,32 GB,1 TB,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,,DDR4,Gri,Casper Türkiye Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ASUS,"X1502za-Ej654w Intel i5-1235u 8gb 256gb Ssd Intel Iris Xe Graphics 15.6"" Fhd W11 Mavi Notebook",18.999 TL,4.5,https://www.trendyol.com/asus/x1502za-ej654w-intel-i5-1235u-8gb-256gb-ssd-intel-iris-xe-graphics-15-6-fhd-w11-mavi-notebook-p-753724191?boutiqueId=61&merchantId=835085,2051 kişi,1,1,Intel Core i5,8 GB,256 GB,Windows,Intel XE Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,90 Hz,Dahili,8 GB,1235U,10. Nesil,10,256 GB,Yok,,DDR4,Siyah,Asus Türkiye Garantili,,,,Bluetooth,Q Türkçe (Aydınlatmasız),DDR4,Full HD (FHD),1 Yıl,,,,,,,,,,,,,,
MONSTER,"Intel Core I7 13700h 16gb Ram 500 Gb Ssd 8 Gb Rtx 4060 Windows 11 17,3"" Fhd 144 Hz",56.699 TL,0,https://www.trendyol.com/monster/tulpar-t7-v20-6-3-intel-core-i7-13700h-16gb-ram-500-gb-ssd-8-gb-rtx-4060-windows-11-17-3-fhd-144-hz-p-736990477?boutiqueId=61&merchantId=105286,0,0,1,Intel Core i7,16 GB,500 GB,Windows,Nvidia GeForce RTX 4060,"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,8 GB,13700H,13. Nesil,14,HDD Yok,Yok,IPS,DDR4,Siyah,Monster Türkiye Garantili,2.4,5.0,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),1 Yıl,32 GB,,,,,,3 Saat ve Altı,,,,,140W,,
MONSTER,"Intel Core i7 13700HX 32 GB RAM 1 TB SSD 8 GB  RTX 4070 FreeDOS 16"" FHD+ 165 Hz",65.099 TL,0,https://www.trendyol.com/monster/tulpar-t6-v3-2-2-intel-core-i7-13700hx-32-gb-ram-1-tb-ssd-8-gb-rtx-4070-freedos-16-fhd-165-hz-p-878527312?boutiqueId=61&merchantId=105286,0,0,1,Intel Core i7,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4070,16 inç,1920 x 1200,Oyun,2 - 4 kg,165 Hz,Harici,8 GB,13700HX,13. Nesil,16,HDD Yok,Yok,IPS,DDR5,Siyah,Monster Türkiye Garantili,2.1,5.0,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,FHD+,2 Yıl,64 GB,,,,,,3 Saat ve Altı,,,,,105W,,
LENOVO,LOQ Intel i5-12450H 32GB 512GB SSD 15.6 FHD RTX3050 6GB FDOS 144Hz Gaming Laptop 82XV00WYTX6,36.749 TL,5.0,https://www.trendyol.com/lenovo/loq-intel-i5-12450h-32gb-512gb-ssd-15-6-fhd-rtx3050-6gb-fdos-144hz-gaming-laptop-82xv00wytx6-p-870875682?boutiqueId=61&merchantId=444099,0,1,1,Intel Core i5,32 GB,512 GB,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,12450H,12. Nesil,8,HDD Yok,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,,4.4,,Ethernet,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,95W,,
LENOVO,"24GB 1tb SSD 15.6"" Fullhd WIN11HOME Taşınabilir  883A100GPTR23+ZettaÇanta","31.999,98 TL",0,https://www.trendyol.com/lenovo/v15-gen4-iru-i7-1355u-24gb-1tb-ssd-15-6-fullhd-win11home-tasinabilir-883a100gptr23-zettacanta-p-828046145?boutiqueId=61&merchantId=106536,0,0,1,Intel Core i7,24 GB,1 TB,Windows,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1355U,13. Nesil,10,HDD Yok,Yok,,DDR4,Siyah,Resmi Distribütör Garantili,,,,Wi-Fi,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Game Garaj,"Intel Core Ultra 7 155h 32gb Ram 1tb Ssd Rtx4060 16"" Qhd 240hz Ips Freedos","58.044,03 TL",0,https://www.trendyol.com/game-garaj/slayer4-u7-4060-c2-intel-core-ultra-7-155h-32gb-ram-1tb-ssd-rtx4060-16-qhd-240hz-ips-freedos-p-820416853?boutiqueId=61&merchantId=124551,0,1,1,Intel Core Ultra 7,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4060,16 inç,2560 x 1600,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,155H,1. Nesil,20,HDD Yok,Yok,IPS,DDR5,Siyah,Game Garaj Türkiye Garantili,3.8,4.9,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,QHD,2 Yıl,64 GB,,,,,,3 Saat ve Altı,,,,,140W,,
LENOVO,Ideapad 3 Intel Core İ3-1215U 8gb 512gb Ssd Freedos 14 İnç 82RJ00DETX,14.988 TL,4.5,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-8gb-512gb-ssd-freedos-14-inc-82rj00detx-p-780547227?boutiqueId=61&merchantId=507101,2950 kişi,1,1,Intel Core i3,8 GB,512 GB,Free Dos,Intel UHD Graphics,14 inç,1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1215U,12. Nesil,6,512 GB,Yok,TN,DDR4,Gri,Lenovo Türkiye Garantili,1.4,4.4,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,,,3 Saat ve Altı,,,,,,,
ASUS,"X540ba-dm317 A6-9225 4gb 256gb Ssd 15.6"" Dos",16.999 TL,5.0,https://www.trendyol.com/asus/x540ba-dm317-a6-9225-4gb-256gb-ssd-15-6-dos-p-370947567?boutiqueId=61&merchantId=585885,0,1,1,AMD A6,4 GB,256 GB,Ubuntu,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,9225,7. Nesil,2,HDD Yok,Var,,DDR4,Gri,Asus Türkiye Garantili,,,Yok,,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ASUS,"X1504ZA-NJ018T16 Core i5-1235U 40GB 1TB SSD 15.6"" FHD Freedos + B210 Çanta Siyah",20.399 TL,0,https://www.trendyol.com/asus/vivobook-15-x1504za-nj018t16-core-i5-1235u-40gb-1tb-ssd-15-6-fhd-freedos-b210-canta-siyah-p-884166251?boutiqueId=61&merchantId=104683,0,1,1,Intel Core i5,40 GB,1 TB,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,TN,DDR4,Siyah,Lenovo Türkiye Garantili,1.3,4.4,Yok,HDMI,Q Türkçe (Aydınlatmalı),Dahili,Full HD (FHD),2 Yıl,40 GB,,,,,,3 Saat ve Altı,,,,,,,
Dell,"Inspiron 3530 i5-1334U 16 GB 512 GB SSD 15.6"" FHD 120Hz Freedos I35303407U",17.909 TL,5.0,https://www.trendyol.com/dell/inspiron-3530-i5-1334u-16-gb-512-gb-ssd-15-6-fhd-120hz-freedos-i35303407u-p-867256030?boutiqueId=61&merchantId=105378,0,0,1,Intel Core i5,16 GB,512 GB,Free Dos,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,120 Hz,Dahili,Paylaşımlı,1334u,13. Nesil,10,HDD Yok,Yok,VA,DDR4,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),SD,Full HD (FHD),2 Yıl,,,,,,,4-6 Saat,,,,,,,
MONSTER,"Abra A5 V21.3.1 Intel Core i7 12700H 16 GB RAM 1 TB SSD 4 GB RTX 2050 Windows 11 15,6"" FHD 144 Hz",36.099 TL,5.0,https://www.trendyol.com/monster/abra-a5-v21-3-1-intel-core-i7-12700h-16-gb-ram-1-tb-ssd-4-gb-rtx-2050-windows-11-15-6-fhd-144-hz-p-819758453?boutiqueId=61&merchantId=105286,140 kişi,0,1,Intel Core i7,16 GB,1 TB,Windows,Nvidia GeForce RTX 2050,"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144 Hz,Harici,4 GB ve altı,12700H,12. Nesil,14,HDD Yok,Yok,IPS,DDR4,Siyah,Monster Türkiye Garantili,2.3,4.7,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,32 GB,,,,,,4-6 Saat,,,,,55W,,
Dell,"I35201013U06 i7-1255U 32GB 1TBSSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar-CNT",25.999 TL,0,https://www.trendyol.com/dell/inspiron-3520-i35201013u06-i7-1255u-32gb-1tbssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-cnt-p-791641528?boutiqueId=61&merchantId=105378,0,0,1,Intel Core i7,32 GB,1 TB,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120 Hz,Dahili,Paylaşımlı,1255U,12. Nesil,10,HDD Yok,Yok,,DDR4,Gri,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
MONSTER,"Huma H4 V4.1.1 Intel Core I7-1165g7 32gb Ram 1tb Ssd Windows 11 14.1"" Fhd",42.999 TL,4.3,https://www.trendyol.com/monster/huma-h4-v4-1-1-intel-core-i7-1165g7-32gb-ram-1tb-ssd-windows-11-14-1-fhd-p-97410616?boutiqueId=61&merchantId=105286,480 kişi,0,1,Intel Core i7,32 GB,1 TB,Windows,Intel Iris Graphics,"14,1 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1165G7,11. Nesil,4,HDD Yok,Yok,IPS,DDR4,Gri,Resmi Distribütör Garantili,2.8,,Yok,Bluetooth,Q Türkçe,DDR4,Full HD (FHD),2 Yıl,64 GB,,,,,,3 Saat ve Altı,,,,,,,
ASUS,I5-13500H 16GB Ddr5 512GB SSD Freedos 15.6 Fhd EXP1503CVAI58512S0D07,"24.999,99 TL",0,https://www.trendyol.com/asus/expertbook-p1-p1503-i5-13500h-16gb-ddr5-512gb-ssd-freedos-15-6-fhd-exp1503cvai58512s0d07-p-881268973?boutiqueId=61&merchantId=106536,0,0,1,Intel Core i5,16 GB,512 GB,Free Dos,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,13500H,13. Nesil,12+,HDD Yok,Yok,,DDR5,Gümüş,Resmi Distribütör Garantili,,,,Wi-Fi,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,"V14 IGL Intel Celeron N4020 4GB 256GB SSD 600 Fdos 14"" FHD Dizüstü Bilgisayar 82C2001GTX",9.449 TL,4.2,https://www.trendyol.com/lenovo/v14-igl-intel-celeron-n4020-4gb-256gb-ssd-600-fdos-14-fhd-dizustu-bilgisayar-82c2001gtx-p-69792817?boutiqueId=61&merchantId=409439,2118 kişi,0,1,Intel Celeron,4 GB,256 GB,Free Dos,Dahili Ekran Kartı,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,N4000,1. Nesil,2,HDD Yok,Yok,,DDR4,Gri,Resmi Distribütör Garantili,1.1,,Yok,,Q Türkçe,DDR,HD Ready (HD),2 Yıl,4 GB,,Yok,,,,,,,,,,,
Dell,32gb 1tb Ssd 8gb Rtx4060 16.3 Fhd Uyumlu Windows 11 Pro Xps964025011200wp,115.589 TL,0,https://www.trendyol.com/dell/xps-16-9640-ultra-7-155h-32gb-1tb-ssd-8gb-rtx4060-16-3-fhd-uyumlu-windows-11-pro-xps964025011200wp-p-817515244?boutiqueId=61&merchantId=105378,0,0,1,Intel Core Ultra 7,32 GB,1 TB,Windows,Nvidia GeForce RTX 4060,16 inç,1920 x 1200,Ev - Okul,2 - 4 kg,60 Hz,Harici,8 GB,155H,Belirtilmemiş,16,HDD Yok,Yok,,LPDDR5X,Gri,Resmi Distribütör Garantili,2.5,4.8,Yok,HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,64 GB,,,,,,3 Saat ve Altı,,,,,,,
MONSTER,"Intel Core i7 13700H 16GB RAM 1 TB SSD 8GB RTX 4060 Windows 11 17,3"" FHD 144Hz",58.299 TL,0,https://www.trendyol.com/monster/tulpar-t7-v20-6-1-intel-core-i7-13700h-16gb-ram-1-tb-ssd-8gb-rtx-4060-windows-11-17-3-fhd-144hz-p-737899569?boutiqueId=61&merchantId=105286,117 kişi,0,1,Intel Core i7,16 GB,1 TB,Windows,Nvidia GeForce RTX 4060,"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,8 GB,13700H,13. Nesil,14,HDD Yok,Yok,IPS,DDR4,Siyah,Monster Türkiye Garantili,2.4,5.0,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),1 Yıl,32 GB,,,,,,3 Saat ve Altı,,,,,140W,,
ACER,"Nh.qnbey.001a3 I5-13420h 16gb 512ssd Rtx4050 15.6"" Fhd Freedos Dizüstü",35.019 TL,0,https://www.trendyol.com/acer/nitro-v-15-anv15-51-54uy-nh-qnbey-001a3-i5-13420h-16gb-512ssd-rtx4050-15-6-fhd-freedos-dizustu-p-825928949?boutiqueId=61&merchantId=106664,0,1,1,Intel Core i5,16 GB,512 GB,Linux,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,13420H,13. Nesil,8,HDD Yok,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
HP,"Core i5 12500H 16GB 512GB SSD RTX4060 Freedos 15.6"" B03C7EA-MT23",38.999 TL,0,https://www.trendyol.com/hp/victus-gaming-15-intel-core-i5-12500h-16gb-512gb-ssd-rtx4060-freedos-15-6-b03c7ea-mt23-p-880632055?boutiqueId=61&merchantId=955112,0,0,1,Intel Core i5,16 GB,512 GB,Free Dos,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,12500H,12. Nesil,12+,HDD Yok,Yok,IPS,DDR4,SİYAH,Resmi Distribütör Garantili,,4.5,,HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
IOTASIST,NOTEBOOK 16+16'' I5-12450H Çift Ekran Taşınabilir Bilgisayar,54.342 TL,0,https://www.trendyol.com/iotasist/e-asist-ea-n161601wi-notebook-16-16-i5-12450h-cift-ekran-tasinabilir-bilgisayar-p-852129005?boutiqueId=61&merchantId=188092,0,1,1,Intel Core i5,32 GB,512 GB,Windows,Intel HD Graphics 500,16 inç,1920 x 1080,Ofis - İş,2 - 4 kg,120 Hz,Dahili,Paylaşımlı,12450H,5. Nesil,8,512 GB,Var,,DDR4,Siyah,İthalatçı Garantili,,,,Wi-Fi,Q Türkçe,DDR4,Full HD (FHD),3 Yıl,,,,,,,,,,,,,,
ACER,"NX.KDEEY.006A1 Ryzen3 7320U 8GB 512SSD 15.6"" FullHD FreeDOS Taşınabilir",13.459 TL,0,https://www.trendyol.com/acer/aspire-3-a315-24p-r741-nx-kdeey-006a1-ryzen3-7320u-8gb-512ssd-15-6-fullhd-freedos-tasinabilir-p-776858866?boutiqueId=61&merchantId=106664,0,1,1,AMD Ryzen 3,8 GB,512 GB,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,7320U,7. Nesil,4,HDD Yok,Yok,,DDR5,Beyaz,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ASUS,"32GB RAM 1TB SSD RTX4050/6GB 144Hz 15.6"" FHD FDOS LP260 & PER4 ÇANTA","66.251,49 TL",0,https://www.trendyol.com/asus/tuf-gaming-f15-i7-13620h-32gb-ram-1tb-ssd-rtx4050-6gb-144hz-15-6-fhd-fdos-lp260-per4-canta-p-841893517?boutiqueId=61&merchantId=668896,0,0,1,AMD Ryzen 5,32 GB,1 TB,Windows,Nvidia GeForce RTX 4060,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,8 GB,8640H,8. Nesil,12+,HDD Yok,Yok,IPS,DDR5,Mavi,HP Türkiye Garantili,3.5,4.9,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,64 GB,,,,,,6 Saat ve Üstü,,,,,,,
LENOVO,Dokunmatik 2'si 1 Arada - Intel Evo - I7-1260p - 16gb Ram - 512gb Ssd - Gri,65.870 TL,0,https://www.trendyol.com/lenovo/yoga-7i-16-dokunmatik-2-si-1-arada-intel-evo-i7-1260p-16gb-ram-512gb-ssd-gri-p-475751752?boutiqueId=61&merchantId=179232,0,0,1,Intel Core i7,16 GB,512 GB,Windows,Intel Iris Graphics,16 inç,2560 x 1600,Ofis - İş,2 kg ve altı,60 Hz,Dahili,4 GB ve altı,1260p,12. Nesil,12+,HDD Yok,Var,,LPDDR5,Gri,İthalatçı Garantili,,,,USB,Q İngilizce,GDDR6,QHD,2 Yıl,,,,,,,,,,,,,,
LENOVO,12.Nesil Core i5 1235U-8Gb-256Gb Ssd-12.4inc-W11 Dokunmatik Premium Tasarım,43.599 TL,0,https://www.trendyol.com/lenovo/ideapad-duet-5-12-nesil-core-i5-1235u-8gb-256gb-ssd-12-4inc-w11-dokunmatik-premium-tasarim-p-854674509?boutiqueId=61&merchantId=197550,0,0,1,Intel Core i5,8 GB,512 GB,Windows,Intel XE Graphics,14 inç,1920 x 1200,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Var,IPS,LPDDR4X,Gri,Lenovo Türkiye Garantili,3.3,4.4,Yok,Bluetooth,Q Türkçe (Aydınlatmalı),Dahili,Dokunmatik,2 Yıl,,,,,,,6 Saat ve Üstü,,,,,,,
LENOVO,IdeaPad Slim 3 83EM00C5TR i7-13620H 16G 512G SSD 15.6 FHD FreeDos Arctic Grey,30.555 TL,5.0,https://www.trendyol.com/lenovo/ideapad-slim-3-83em00c5tr-i7-13620h-16g-512g-ssd-15-6-fhd-freedos-arctic-grey-p-865260692?boutiqueId=61&merchantId=727277,0,1,1,Intel Core i7,16 GB,512 GB,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,13620H,13. Nesil,6,HDD Yok,Yok,IPS,LPDDR5,Gümüş,Lenovo Türkiye Garantili,2.4,4.9,Yok,HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,5500U 8 GB 512 GB Ssd Freedos 14 Inç 82R3008WTX8512,12.499 TL,0,https://www.trendyol.com/lenovo/ideapad-1-amd-ryzen-5-5500u-8-gb-512-gb-ssd-freedos-14-inc-82r3008wtx8512-p-863370020?boutiqueId=61&merchantId=118352,0,1,1,AMD Ryzen 5,8 GB,512 GB,Free Dos,AMD Radeon Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,90 Hz,Dahili,Paylaşımlı,5500U,5. Nesil,6,HDD Yok,Yok,TN,DDR4,Gri,Lenovo Türkiye Garantili,2.1,4.0,Yok,USB - Bluetooth - HDMI,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,40 GB,,,,,,4-6 Saat,,,,,,,
LENOVO,"i7-1255U 16GB 1TB+512GB SSD 16"" WUXGA Freedos Bilgisayar 21CY006LTR 004",32.899 TL,0,https://www.trendyol.com/lenovo/thinkbook-16-g4-iap-i7-1255u-16gb-1tb-512gb-ssd-16-wuxga-freedos-bilgisayar-21cy006ltr-004-p-867660494?boutiqueId=61&merchantId=114271,0,1,1,Intel Core i7,16 GB,1 TB,Free Dos,Intel XE Graphics,16 inç,1920 x 1200,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1255U,12. Nesil,10,HDD Yok,Yok,IPS,LPDDR5,Siyah,Resmi Distribütör Garantili,1.7,4.7,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),Dahili,WUXGA,2 Yıl,,,,,,,3 Saat ve Altı,,,,,,,
HP,i9 32GB DDR5 1TB SSD RTX4080 12GB 16.1 inç 165 Hz Freedos Gaming Laptop,119.999 TL,0,https://www.trendyol.com/hp/omen-16-wf1010nt-9j2a5ea-i9-32gb-ddr5-1tb-ssd-rtx4080-12gb-16-1-inc-165-hz-freedos-gaming-laptop-p-797960144?boutiqueId=61&merchantId=467452,0,0,1,Intel Core i9,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4080,"16,1 inç",1920 x 1080,Oyun,Belirtilmemiş,165 Hz,Harici,12 GB,14900HX,14. Nesil,24,HDD Yok,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ASUS,"Tuf Gaming FA506ICB-HN105W-K Ryzen 5 4600H 8GB 512GB RTX3050 W11 15.6"" FHD 144Hz",28.849 TL,2.0,https://www.trendyol.com/asus/tuf-gaming-fa506icb-hn105w-k-ryzen-5-4600h-8gb-512gb-rtx3050-w11-15-6-fhd-144hz-p-798959436?boutiqueId=61&merchantId=238093,0,0,1,AMD Ryzen 5,8 GB,512 GB,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,4 GB ve altı,4600H,Belirtilmemiş,10,HDD Yok,Yok,,DDR4,Gri,Asus Türkiye Garantili,,,,HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,"1TB SSD RTX 3050 6GB (95W) 15.6"" 144Hz FHD Freedos 83DV00HSTRN3",44.199 TL,0,https://www.trendyol.com/lenovo/loq-i7-13650hx-64gb-1tb-ssd-rtx-3050-6gb-95w-15-6-144hz-fhd-freedos-83dv00hstrn3-p-883414677?boutiqueId=61&merchantId=104683,0,1,1,Intel Core i7,64 GB,1 TB,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,13650HX,13. Nesil,16,HDD Yok,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,2.6,4.9,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,64 GB,,,,,,6 Saat ve Üstü,,,,,,,
